,title,text,subject,date,tokenize_text
20223,"Philippine president's Senate foes, allies vow to block budget cut for rights body","MANILA (Reuters) - Philippine President Rodrigo Duterte s critics and allies in the Senate vowed on Wednesday to block a lower house move to slash the annual budget of a public-funded human rights agency opposed to his bloody war on drugs to just $20. The house, dominated by Duterte s supporters, voted on Tuesday to allocate a 2018 budget of just 1,000 pesos ($20) to the Commission on Human Rights (CHR), which has investigated hundreds of killings during the president s ferocious anti-narcotics crackdown. Vice President Leni Robredo, who was not Duterte s running mate and has locked horns with him numerous times, said the lawmakers  move effectively abolishes the CHR, a constitutional body. Duterte s signature campaign has left thousands of mostly urban poor Filipinos dead. Critics say the lawmakers are trying to retaliate against the CHR for pursuing allegations of executions by police during sting operations, which police deny.  The CHR is among the domestic and foreign rights groups that Duterte frequently admonishes, accusing them of lecturing him and disregarding Filipinos who are victims of crimes stemming from drug addiction. The upper house minority bloc, composed of six staunch critics of the president, will seek to restore the 678 million peso budget the government and a Senate sub-committee had proposed for the CHR. Senator Risa Hontiveros described the plan to cut the budget to almost nil as  a shameless rejection of the country s international and national commitments to champion human rights . Several allies of Duterte in the 24-seat chamber said they would scrutinize the house move and try to ensure the commission had a budget that would allow it to work properly. Senator Richard Gordon said the CHR had a job to do and should not be restricted.   That is their role - to expose possible abuses,  he said. Another legislator, JV Ejercito said senators would not make the CHR impotent.  The CHR is in the thick of things and very relevant nowadays and probably even next year and the years to follow because of what s happening,  he said in a statement. Duterte once threatened to abolish the CHR after its chief, Chito Gascon, sought to investigate alleged abuses by police anti-drugs units. Duterte on Tuesday appeared to distance himself from the lawmakers proposing the meager budget. He said CHR was constitutionally created and should probe whatever it wants, adding he was  not here to destroy institutions .  He had it coming. He opens his mouth in a most inappropriate way. He knows nothing,  Duterte said, referring to Gascon.  The congressmen are really angry. I have nothing against him. Give them a budget for all I care, whatever he likes to investigate.  ",worldnews,"September 13, 2017 ",manila president allies senate house move budget public agency war house budget commission president anti vice president mate times body signature campaign police drug addiction house minority bloc president peso budget government senate sub committee senator plan budget rejection country allies seat chamber house move try commission budget job role legislator impotent thick nowadays year statement chief police meager budget mouth way nothing nothing budget care
19161,Ethnically divided Iraqi town fears fresh conflict after Kurds' independence vote,"TUZ KHURMATU, Iraq (Reuters) - On the eve of the historic referendum on independence, Kurds across the region were celebrating. Young people honked their horns and shot celebratory gunfire into the air of major cities.   But not in Tuz Khurmatu, an Iraqi town of more than 100,000 that is violently split among Kurds and Shi ite Turkmen, who oppose Monday s referendum.   I hope the referendum will be canceled,  said Luay, a Turkman shopkeeper in Tuz.  If they don t, the Kurds will take over by force and there won t be any Turkmen or Arabs left.  The town is part of the disputed territories, ethnically mixed areas in northern Iraq claimed by both the central government in Baghdad and the autonomous Kurdish government in the north. Each side has tried to consolidate their power over the town since the U.S.-led invasion of Iraq in 2003.   Kurdish officials have insisted throughout the referendum campaign that all residents of the disputed territories   including Kurds, Arabs, Turkmen and other minorities   would be allowed to vote.  However, by Sunday afternoon, the ballot boxes had yet to be distributed throughout the rundown town, which local Kurdish officials attributed to a lack of security forces able to help deploy them safely.  Plans had been made to have polling stations in all neighborhoods, said Arslan Ali, a local representative of Barzani s Kurdistan Democratic Party (KDP), which has been pushing for the referendum.  We will make it happen,  Ali said. This was unlikely, since Tuz Khurmatu is unmistakably split: while Kurdish Peshmerga forces control a Kurdish half, Iran-backed Shi ite paramilitary groups (PMF) control the Turkmen neighborhoods.   We will not let them approach the Turkmen areas,  said Mohammed Mahdi al-Bayati, a senior leader in the Badr Organization, the preeminent PMF force in the area.  They want to seize the disputed territories, but we will not let them.   A decision by Kurdish President Massoud Barzani to include these ethnically mixed areas in the plebiscite was widely interpreted as a unilateral move to consolidate Kurdish control.  When Islamic State militants overran about one third of Iraq in 2014, the Kurds seized the moment and took over vast areas in northern Iraq, left vulnerable by a fleeing Iraqi army. Peshmerga fighters moved deeper into the disputed territories, including Tuz Khurmatu, which they defended against the militants. But this ignited the Shi ite Turkmen s fears of being subjected to Kurdish rule. Though PMF-led Turkmen worked together to push Islamic State militants out of Tuz Khurmatu, ultimately the fragile coalition fell apart and led to open hostilities.  The referendum will be the start of a crisis in the disputed territories,  al-Bayati said, at a his organization s base in Tuz Khurmatu, where it has been based since 2014. Asked whether his forces would move to prevent such a crisis, al-Bayati made only veiled reference to looming violence:  There will be conflict for sure within 24 hours of the referendum.  Walking through the Turkmen neighborhood of Aksu, solid-black flags flutter alongside banners with Shi ite iconography, a reminder of the somber month of Muharram. The area used to house the main market, where both ethnic groups used to trade. It is now encased in blast walls and guarded by PMF fighters. According to Turkmen residents and shopkeepers, Kurdish shops and houses were burned down, forcing Kurds to move out.  I used to like that it was mixed neighborhood,  said Luay, the Turkman shopkeeper.  But then the Kurds killed my brother on this street.  A five-minute drive away is the rival Kurdish market, where tricolour Kurdish flags were flying high. It was established by Kurds afraid of the old market.   I used to have lots of Turkmen and Arab friends,  said Shalaw, a Kurdish toyshop owner.  Many of the Turkmen have since joined (the PMF), and I m afraid to cross the city border to go and see them. I ll be killed.  Like other Kurds interviewed in the market in al-Jumhuriyah, Shalaw lamented Tuz Khurmatu s split, which he blamed on the PMF s arrival. But he said he will vote for independence on Monday.  Badr leader Al-Bayati cynically said the referendum suited his group s interests.  Iraq is against the Kurds, so are the Turks, the Iranians, the whole Arab region and Europe. They are going to live in a cage.  ",worldnews,"September 24, 2017 ",eve referendum independence region people celebratory gunfire air town referendum referendum shopkeeper force town part government government side power town invasion referendum campaign afternoon ballot town lack security representative party referendum half al leader organization force area decision president plebiscite move control state third moment army shi rule state coalition referendum start crisis organization base crisis al reference violence conflict referendum neighborhood iconography reminder month area house market blast neighborhood shopkeeper brother street minute drive market afraid market lots toyshop owner afraid city border market split arrival independence leader al referendum group region cage
10539,"No sign of end to fight on U.S. ambassador to Mexico, Rubio holds firm","WASHINGTON (Reuters) - Republican presidential hopeful Marco Rubio has no plans to allow a vote on President Barack Obama’s nominee to be ambassador to Mexico, a spokesman said on Thursday, despite calls from his fellow Republicans and Democrats in the Senate to let her confirmation move ahead. The long delay in confirming career diplomat Roberta Jacobson has contributed to concerns about the state of U.S.-Mexico relations fueled by aggressive rhetoric against its citizens in the race to be the 2016 Republican nominee. Three Democratic and one Republican U.S. senator held a news conference on Thursday calling for her nomination to move ahead. There has been no U.S. ambassador in Mexico City for nine months. Donald Trump, the front-runner for the Republican nomination, has labeled Mexicans drug runners and rapists and called for a massive wall along the border. Rubio and fellow Republican Senator Ted Cruz have also proposed building a wall. Obama nominated Jacobson in June. She has faced resistance from Rubio and some other lawmakers, however, for reasons including her role in helping negotiate Obama’s easing of relations with Communist-ruled Cuba and what they say is the administration’s failure to prioritize human rights. Rubio, a Cuban-American from Florida, has been a leading opponent of the policy, saying Havana should improve its rights record before trade and travel restrictions are eased. The Senate Foreign Relations Committee approved Jacobson’s nomination in November, with Republican and Democratic support. But Rubio has been blocking her, under a Senate rule allowing any member to “hold” a nomination indefinitely. “Senator Rubio maintains his strong opposition to this nominee on the basis of her failure to be transparent during the confirmation process, inability to provide straightforward answers, and poor track record on a wide range of issues as the assistant secretary of state for Western Hemisphere affairs,” Rubio spokesman Alex Burgos said. Senators from states that border Mexico held a news conference with the U.S. Hispanic Chamber of Commerce calling for Jacobson’s confirmation, citing the importance of the U.S.-Mexico relationship. Mexico is the second largest market for U.S. exports and the country’s third-largest trading partner. “It’s extremely important,” said Republican Senator Jeff Flake of Arizona. Democrat Tom Udall of New Mexico, who tried to bring up Jacobson’s nomination in the Senate but was blocked by Republican Mike Lee on Rubio’s behalf, said he was confident Jacobson would be confirmed if a vote went ahead. ",politicsNews,"March 3, 2016 ",marco vote president spokesman senate confirmation move delay career diplomat state rhetoric race nominee senator news conference nomination ambassador city front runner nomination drug wall border senator wall june resistance role easing communist administration failure opponent policy record trade travel committee nomination support senate rule member nomination opposition nominee basis failure confirmation process inability straightforward track record range assistant secretary state spokesman border news conference chamber commerce confirmation importance relationship market country trading partner senator jeff flake democrat nomination senate mike lee behalf vote
11963,Turkey frees German journalist Tolu but she cannot leave country:  Berlin government,"ISTANBUL/BERLIN (Reuters) - Turkey has released German journalist Mesale Tolu after nearly eight months in prison on the condition that she does not leave the country, German government officials said on Monday. Ankara has charged Tolu with being a member of a terrorist organization and publishing terrorist propaganda following a failed military coup in July 2016.  Her husband, Suat Corlu, a journalist who had been detained earlier, was released last month. Both continue to face charges in Turkey. Chancellor Angela Merkel welcomed the news with reservations, given curbs on Tolu s ability to travel.  Regarding Ms Tolu, it is good news given that she will be freed, but not completely so, because she can t leave the country and the trial continues,  Merkel told reporters. Tolu s father, Ali Riza Tolu, was jubilant outside the courthouse, but said Ankara had  stolen  nearly a year of his daughter s life and there was no proof of any wrongdoing.  My daughter is free,  he said.  We are now a happy family.  The decision to release Tolu came two weeks after German federal prosecutors dropped an investigation against a dozen Muslim clerics sent from Turkey who had been suspected of spying in Germany on behalf of the Turkish government. German Foreign Minister Sigmar Gabriel told broadcaster ARD that Turkey seemed to be gradually making some limited progress in terms of the rule of law but the German government still had many concerns such as about human rights and press freedom. He said Berlin and Ankara, between whom ties have been strained of late, were trying to find ways to deal with their disputes appropriately and that was proving tough but:  Small steps are better than none . Merkel s spokesman Steffen Seibert said Berlin would continue to press for the release of German-Turkish journalist Deniz Yucel. Germany has urged Ankara to release Yucel, Tolu and other journalists detained after the abortive coup in July 2016, saying their detentions are unfounded and political. Including Tolu, Ankara is preventing a total of 28 German citizens from leaving the country, she said. Tolu was first detained on April 30. German Green party co-leader Cem Ozdemir, who is of Turkish descent, welcomed the news, but said it did little to change the  miserable state of the rule of law in Turkey .  I demand that the Turkish government release all political prisoners and immediately allow German citizens like Mesale Tolu to leave the country,  Ozdemir said in a statement. Heike Haensel, a member of Germany s far-left Left party who attended Tolu s hearing in Istanbul, said on Twitter that Tolu was required to check in with Turkish authorities every Monday.  I would say it is a second-class release,  Haensel told Reuters TV.  Germany s mainstream parties have been outspoken critics of Turkey s security crackdown since the abortive military coup. Tens of thousands of Turks have been jailed since then, including around a dozen who hold German citizenship. Germany is home to some 3 million people of Turkish heritage. Turkey has criticized Berlin for not handing over asylum seekers it accuses of involvement in the would-be coup.  Ankara has blamed U.S.-based cleric Fetullah Gulen for masterminding the failed coup. Gulen denies any involvement. ",worldnews,"December 18, 2017 ",berlin turkey journalist tolu prison condition country government tolu member organization propaganda coup husband journalist month face chancellor news tolu ability news country trial father tolu courthouse year daughter life proof daughter family decision investigation dozen turkey behalf government minister turkey progress rule law government press freedom berlin ways none spokesman berlin release journalist tolu coup tolu total country tolu party leader descent news state rule law turkey demand government tolu country statement member party tolu hearing twitter tolu class release turkey security crackdown coup dozen citizenship people heritage turkey berlin asylum involvement coup involvement
5583,Trump's spy chiefs to be members of Cabinet: White House,"WASHINGTON (Reuters) - The White House said on Wednesday that the directors of national intelligence and the Central Intelligence Agency would both be members of President Donald Trump’s Cabinet. The Senate has confirmed former U.S. Representative Mike Pompeo as CIA director, but the nomination of former Senator Dan Coats as national intelligence director is awaiting confirmation. The decision follows a political controversy over a decision by Trump not to make the director of national intelligence and the chairman of the Joint Chiefs of Staff regular members of the Principals Committee, a key White House decision-making body. David Priess, a historian of U.S. intelligence, said former President Ronald Reagan’s CIA director, William Casey, was the first U.S. spy chief to sit in a presidential Cabinet. Priess said one of Casey’s successors, William Webster, asked not to be in the Cabinet because he felt intelligence should be kept separate from policymaking.  Under President Bill Clinton, CIA Directors John Deutch and George Tenet were Cabinet members. When Tenet continued as CIA director after George W. Bush became president, he left the Cabinet. In his memoir, “At the Center of the Storm,” Tenet wrote: “I was relieved that, unlike in the Clinton administration, where my job had Cabinet status, I no longer was obliged to attend ritual events like the State of the Union,” referring to the president’s annual speech to Congress.      ",politicsNews,"February 8, 2017 ",house intelligence intelligence agency president cabinet senate representative mike director nomination senator dan intelligence director confirmation decision controversy decision trump director intelligence chairman staff committee house decision body historian intelligence president director spy chief cabinet webster cabinet intelligence president bill tenet tenet director president cabinet memoir center storm tenet administration job cabinet status state union president speech
2388,U.S. embassy in Moscow says locked out of diplomatic property,"MOSCOW (Reuters) - The U.S. embassy in Moscow accused Russian authorities on Monday of barring diplomatic staff from a property on the outskirts of Moscow, after having earlier agreed to grant access until midday on Tuesday for them to retrieve belongings. A Russian foreign ministry official, quoted by state news agency RIA, said the U.S. embassy had sent in its trucks without first obtaining permits which, the official said, are required by law because the property is in a conservation area.  The property, in a picturesque spot on a bend in the Moskva river northwest of the capital, is leased by the U.S. embassy for its staff to use for recreation.  Moscow has said it is taking it back as part of retaliatory measures after Washington approved a fresh round of sanctions against Russia. A Reuters TV cameraman outside the country residence, known in Russian as a dacha, saw five vehicles with diplomatic license plates, including a truck, arrive at the site. He said they were denied entry. An embassy spokeswoman said: “In line with the Russian government notification, the U.S. Mission to Russia was supposed to have access to our dacha until noon on Aug. 1.  “We have not had access all day today or yesterday,” she said. “We refer you to the Russian government to explain why not.” The Russian foreign ministry official, who was not identified, said the Americans were to blame for failing to obtain the necessary permits. To accuse Russia of blocking access amounts to a “pre-meditated provocation,” RIA news agency cited the official as saying.  ",politicsNews,"July 31, 2017 ",embassy staff property access midday ministry official state news agency ria embassy trucks official law property conservation area property picturesque spot bend river northwest capital embassy staff recreation part retaliatory round russia cameraman country residence license truck arrive site entry embassy spokeswoman line government notification mission access noon access day today yesterday government ministry official russia access provocation ria news agency official
14407,President Mugabe stuns Zimbabwe by defying pressure to resign,"HARARE (Reuters) - President Robert Mugabe stunned Zimbabwe on Sunday by making no mention of resignation in a television address, defying his own ZANU-PF party, which had sacked him hours earlier, and hundreds of thousands of protesters who had already hailed his downfall. Two sources - one a senior member of the government, the other familiar with talks with leaders of the military - had told Reuters Mugabe would announce his resignation to the nation after ZANU-PF dismissed him as its leader in a move precipitated by an army takeover four days earlier. But in the speech from his State House office, sitting alongside a row of generals, Mugabe acknowledged criticisms from ZANU-PF, the military and the public but made no mention of his own position. Instead, he said the events of the week were not  a challenge to my authority as head of state and government , and pledged to preside over the congress scheduled for next month. Opposition leader Morgan Tsvangirai was dumbstruck.  I am baffled. It s not just me, it s the whole nation. He s playing a game,  he told Reuters.  He is trying to manipulate everyone. He has let the whole nation down.  ZANU-PF had given the 93-year-old, who has led his country since independence in 1980, less than 24 hours to quit as head of state or face impeachment, an attempt to secure a peaceful end to his tenure after a de facto military coup. Chris Mutsvangwa, the leader of the liberation war veterans who have been spearheading an 18-month campaign to oust Mugabe, said plans to impeach him in parliament, which next sits on Tuesday, would now go ahead, and that there would be mass protests on Wednesday. He also implied that Mugabe, who spoke with a firm voice but occasionally lost his way in his script during the 20-minute address, was not aware of what had happened just hours earlier.  Either somebody within ZANU-PF didn t tell him what had happened within his own party, so he went and addressed that meeting oblivious, or (he was) blind or deaf to what his party has told him,  Mutsvangwa said. ZANU-PF s central committee had earlier named Emmerson Mnangagwa as its new leader. It was Mugabe s sacking of Mnangagwa as his vice-president - to pave the way for his wife Grace to succeed him - that triggered the army s intervention. On Saturday, hundreds of thousands had taken to the streets of the capital Harare to celebrate Mugabe s expected downfall and hail a new era for their country. In jubilant scenes, men, women and children ran alongside armoured cars and the troops who stepped in to target what the army called  criminals  in Mugabe s inner circle. Many heralded a  second liberation  and spoke of their dreams for political and economic change after two decades of deepening repression and hardship. They, like the more than 3 million Zimbabweans who have emigrated to neighbouring South Africa in search of a better life, are likely to be bitterly disappointed by Mugabe s defiance. Speaking from a secret location in South Africa, his nephew, Patrick Zhuwao, had told Reuters that Mugabe and his wife were  ready to die for what is correct  rather than step down in order to legitimise what he described as a coup. Zhuwao, who was also sanctioned by ZANU-PF, did not answer his phone on Sunday. However, Mugabe s son Chatunga railed against those who had pushed out his father.  You can t fire a Revolutionary leader!  he wrote on this Facebook page.  ZANU-PF is nothing without President Mugabe.  The huge crowds in Harare have given a quasi-democratic veneer to the army s intervention, backing its assertion that it is merely effecting a constitutional transfer of power, rather than a plain coup, which would risk a diplomatic backlash. But some of Mugabe s opponents are uneasy about the prominent role played by the military, and fear Zimbabwe might be swapping one army-backed autocrat for another, rather than allowing the people to choose their next leader.  The real danger of the current situation is that, having got their new preferred candidate into State House, the military will want to keep him or her there, no matter what the electorate wills,  former education minister David Coltart said. The United States, a longtime Mugabe critic, said it was looking forward to a new era in Zimbabwe, while President Ian Khama of neighbouring Botswana said Mugabe had no diplomatic support in the region and should resign at once. Besides changing its leadership, ZANU-PF said it wanted to change the constitution to reduce the power of the president, a possible sign of a desire to move towards a more pluralistic and inclusive political system. However, Mnangagwa s history as state security chief during the so-called Gukurahundi crackdown, when an estimated 20,000 people were killed by the North Korean-trained Fifth Brigade in Matabeleland in the early 1980s, suggested that quick, sweeping change was unlikely.  The deep state that engineered this change of leadership will remain, thwarting any real democratic reform,  said Miles Tendi, a Zimbabwean academic at Oxford University. ",worldnews,"November 19, 2017 ",president zimbabwe mention resignation television address party downfall member government military resignation nation leader move army days speech state house office row public mention position week challenge authority head state government congress month opposition leader nation game everyone nation year country independence head state face impeachment attempt end tenure coup leader liberation war month campaign parliament voice way script minute address somebody party party committee leader sacking vice president way wife grace army intervention streets capital downfall era country men army circle liberation spoke change repression hardship search life defiance speaking location south wife order coup phone son father leader page nothing president veneer army intervention assertion transfer power plain coup backlash role zimbabwe army autocrat people leader danger situation candidate state house military matter electorate education minister critic era zimbabwe president support region leadership constitution power president sign desire towards system history state security chief crackdown people brigade change state change leadership reform academic university
15973,Turkish activist charged with trying to overthrow government: media,"ISTANBUL (Reuters) - Prominent Turkish rights activist and businessman Osman Kavala has been jailed pending trial, charged with seeking to overthrow the government, state-run Anadolu news agency reported on Wednesday. An Istanbul court remanded Kavala in custody as part of an investigation into the movement of U.S.-based cleric Fethullah Gulen, which Ankara accuses of carrying out an attempted coup in July last year, the agency said. It said Kavala was charged with  attempting to overthrow the constitutional order  and  attempting to overthrow the government of the Republic of Turkey . Kavala, whose Anadolu Kultur organization is involved in promoting culture and rights, was detained nearly two weeks ago at Istanbul s Ataturk Airport, prompting expressions of concern from Europe and the United States.  Since the failed putsch on July 15, 2016, more than 50,000 people have been jailed as they face trial and some 150,000 sacked or suspended from jobs in the civil service and private sector. The U.S. State Department described Kavala s initial detention as an example of a  very alarming trend  of detention of civil society leaders, journalists, academics and activists in Turkey. The Turkish government says the measures are necessary due to the gravity of the threats it faces. Gulen has denied involvement in last year s attempted coup. ",worldnews,"November 1, 2017 ",activist businessman trial government state news agency court custody part investigation movement coup year agency order government republic turkey organization culture airport concern people trial service sector state department detention example trend detention society turkey government gravity involvement year coup
12298,India PM Modi's party seen sweeping state polls in popularity boost,"NEW DELHI (Reuters) - Indian Prime Minister Narendra Modi s ruling group will sweep an election in his home state of Gujarat, surveys showed on Thursday, shaking off the most serious challenge yet from a combined opposition.  The election for a new state assembly in Gujarat is seen as a litmus test for Modi ahead of a national election in 2019. Voting closed on Thursday.  A win would help him dismiss critics who said the ruling Bharatiya Janata Party s support base was eroding after last year s shock move to ban high-value currency notes in the fight against graft, and poor implementation of a national sales tax this year hit businesses. The Congress party led by Rahul Gandhi and teaming up with regional politicians has run a tough campaign aiming to weaken Modi in his home base and rouse public discontent over lack of jobs and a softening economy.  But three separate television exit polls at the close of the final round of voting on Thursday showed the BJP winning more than 100 seats in the 182-member state house, well clear of the half-way mark of 92 required to rule.  Congress, the main opposition party, will win 70-74 seats, the polls showed, better than in the past but not enough to oust the BJP from power.  Another exit poll, conducted by a Today s Chanakya group, gave the BJP a two-thirds victory.  The actual votes will be counted on Monday and exit polls and other surveys have often gone wrong in India, where millions vote. The Congress party said it was too quick to call the election based on exit polls.  The BJP has ruled Gujarat since 1998, with Modi as its chief minister for more than a decade before he became prime minister three years ago.  Modi has won praise for transforming the coastal state into an economic powerhouse and deploying business-friendly policies to lure foreign investors. To ensure his party s prospects, Modi led from the front to campaign in the state and addressed dozens of public rallies, performed rituals and even waved from a sea plane on the last day of his campaign trail. On Thursday, Modi cast his ballot in Gujarat s Ahmedabad city and then hit the streets again, showing off his inked finger as he walked, surrounded by hundreds of supporters.  In separate exit surveys released for state polls held in Himachal Pradesh state also showed Modi s party emerging as a winner. ",worldnews,"December 14, 2017 ",minister group election home state challenge opposition election state assembly test election voting win ruling party support base year shock move value currency fight graft implementation tax year congress party campaign home base discontent lack economy television exit close round member state house way mark opposition party past power exit poll today group exit millions congress party election exit minister decade minister praise state powerhouse business party front campaign state sea plane day campaign trail ballot city streets finger exit state state party winner
8861,"Obama, in shift, says he will keep 8,400 U.S. troops in Afghanistan until 2017","WASHINGTON (Reuters) - President Barack Obama, calling Afghanistan’s security situation precarious, said on Wednesday he will keep U.S. troop levels there at 8,400 through the end of his administration rather than reducing them to 5,500 by year’s end as previously planned. Obama, in a statement at the White House, said the role of U.S. forces in Afghanistan will remain unchanged: training and advising Afghan police and troops, and supporting counterterrorism missions against the Taliban and other groups. Obama’s presidency ends in January. Obama’s plan still calls for a reduction in U.S. troop levels from the current roughly 9,800, but not as much as previously planned. Obama, who took office in 2009 pledging to wind down the U.S. wars in Iraq and Afghanistan, said he had ended America’s combat mission in Afghanistan. But he acknowledged that security concerns persist. “The security situation in Afghanistan remains precarious,” Obama said. “The Taliban remains a threat. They’ve gained ground in some places.” Taliban forces now hold more territory in Afghanistan than at any time since the 2001 U.S.-led invasion, according to recent United Nations estimates. The Islamic State group has also established a small presence in Afghanistan. Obama’s decision, which came after a review submitted last month by the U.S. commander in Afghanistan, Army General John Nicholson, drew some criticism inside and outside his administration. Some Pentagon officials said that it does nothing to address the deteriorating security situation in Afghanistan. “It’s disappointing that the administration thinks that troop numbers are a substitute for a more comprehensive strategy,” said a U.S. defense official, who spoke on condition of anonymity. “This is neither the reduction that the White House seems to have wanted nor the current numbers that don’t seem to be sufficient to deal with the security problem.” Mac Thornberry, the Republican chairman of the House of Representatives Armed Services Committee, criticized what he said was a new cap on U.S. troop levels. “It is time that the president level with the American people about what it will really take to achieve our goals in Afghanistan, and how much it will cost,” Thornberry said in a statement.  Obama spoke in advance of a NATO summit on Friday and Saturday in Warsaw, Poland, where alliance members are expected to confirm their support for the Kabul government. In addition to the U.S. forces, there are about 3,000 other international troops in Afghanistan. U.S. troops have been in Afghanistan since the 2001 invasion launched by Obama’s predecessor, George W. Bush, that toppled the Taliban leaders who harbored the al Qaeda organization responsible for the Sept. 11 attacks on the United States that killed about 3,000 people. It is America’s longest war. During his announcement at the White House, Obama was flanked by Defense Secretary Ash Carter and the top U.S. military officer, General Joe Dunford, chairman of the Joint Chiefs of Staff. ",politicsNews,"July 6, 2016 ",president security situation precarious troop end administration year end statement house role training police presidency plan reduction troop office combat mission security security situation threat ground territory time invasion state group presence decision review month commander army criticism administration pentagon nothing security situation administration troop substitute strategy defense official condition anonymity reduction house security problem mac chairman house committee cap troop time president level people statement advance summit warsaw alliance support government addition invasion predecessor bush al organization sept people war announcement house defense secretary ash carter officer joe chairman staff
118,Senator-elect Jones not joining calls for Trump resignation,"WASHINGTON (Reuters) - Democrat Doug Jones, who scored an upset victory last week in the U.S. Senate race in Alabama, said on Sunday he did not believe President Donald Trump needed to resign over sexual misconduct allegations against him. “I don’t think that the president ought to resign at this point,” Jones told CNN’s State of the Union program. “Those allegations were made before the election, and so people had an opportunity to judge before that election. I think we need to move on and not get distracted by those issues.” More than a dozen women have accused Trump of making unwanted sexual advances against them before he entered politics.  Accusations of sexual harassment against high-profile men in politics, media and the entertainment industry have put a new spotlight on the allegations against Trump, and several Democratic senators have called on him to resign. Trump and White House officials have denied the allegations. The accusations emerged during the 2016 presidential campaign, when a videotape surfaced of a 2005 conversation caught on an open microphone in which Trump spoke in vulgar terms about trying to have sex with women. Trump apologized for the remarks but called them private “locker-room talk” and said he had not done the things he talked about. Jones prevailed in the Senate race against Republican Roy Moore, who himself had been accused of sexual misconduct. Jones’ victory in the deeply conservative state of Alabama was a political blow to Trump, who had endorsed Moore. ",politicsNews,"December 17, 2017 ",victory week senate race president misconduct president point state union program election people opportunity election dozen trump politics harassment men politics media entertainment industry spotlight trump trump house campaign conversation microphone spoke vulgar sex locker room talk senate race misconduct victory state blow
19286,"Despite tensions, U.S. sees value in New START treaty with Russia","WASHINGTON (Reuters) - The United States sees value in the New START arms control treaty with Russia, despite Washington s concerns about Moscow s track record on arms control and other issues, senior U.S. officials said on Friday. The remarks by the Trump administration officials, speaking to reporters on condition of anonymity, suggest the treaty will remain in force and the door remains open to pursuing an extension of the accord, which is set to expire in 2021. The New Strategic Arms Reduction Treaty gives both countries until February 2018 to reduce their deployed strategic nuclear warheads to no more than 1,550, the lowest level in decades. It also limits deployed land- and submarine-based missiles and nuclear-capable bombers. Reuters has reported that President Donald Trump, in his first call with Russian President Vladimir Putin, criticized the New START treaty, saying it favored Moscow. But one of the Trump administration officials said on Friday the United States was not looking to discard New START. Senior U.S. officials, including U.S. Defense Secretary Jim Mattis, have questioned Russia s reliability on arms control, citing longstanding U.S. allegations that Russia has violated the Cold War-era Intermediate-range Nuclear Forces (INF) Treaty. Russia denies treaty violations and accuses the United States of them. The accusations come amid a nosedive in U.S.-Russian relations. U.S. intelligence agencies accuse Russia of meddling in the U.S. presidential election, which Moscow denies, and recent tit-for-tat exchanges between Washington and Moscow include moves to slash each others  diplomatic presence. The tensions have reached Syria, where the United States and Russia are backing different forces that are scrambling to claim what is left of Islamic State-held territory. Russia warned the United States on Thursday it would target U.S.-backed militias in Syria if Russian troops again came under fire. Still, a second senior Trump administration official said Friday the United States was seeking ways to improve communication with Moscow and build some degree of trust, which the official described as non-existent. Trump took office saying he wanted to improve ties strained since Moscow s 2014 annexation of Crimea and the separatist conflict in eastern Ukraine, which led Washington to impose sanctions on Russia. Ukraine s Petro Poroshenko met Trump on Thursday and said afterward that they had a shared vision of a  new level  of defense cooperation. But the second senior Trump administration official said there had been no decision on whether to provide defensive arms to Ukraine, something Kiev has long wanted.  ",worldnews,"September 23, 2017 ",value start arms control treaty russia track record arms control administration condition anonymity treaty force door extension accord arms reduction treaty level land submarine president call president start treaty administration start defense secretary russia reliability arms control war era intermediate range treaty russia intelligence russia election tit presence russia state russia fire trump administration official ways communication degree trust official trump office annexation conflict russia trump afterward vision level defense trump administration official decision arms something
5163,U.S. Attorney General Sessions to hold a news conference on Thursday,"WASHINGTON (Reuters) - U.S. Attorney General Jeff Sessions will hold a news conference at 4 p.m. ET on Thursday, the Justice Department said in a statement. Sessions is likely to be asked about revelations late Wednesday that he met with Russia’s ambassador twice last year but did not disclose the contacts in Senate testimony. ",politicsNews,"March 2, 2017 ",attorney jeff sessions news conference justice department statement sessions russia ambassador year senate testimony
